word,id,n_admin,n_profs,p_admin,p_profs,n_admin_EB,n_profs_EB,p_admin_EB,odds_admin_EB,odds_ratio_scaled_admin_EB
faq,1455,0,6,0,1,1.339141282,8.536022439,0.135606995,0.156881181,0.310909075
i’m,1456,0,6,0,1,1.339141282,8.536022439,0.135606995,0.156881181,0.310909075
lives,1457,0,6,0,1,1.339141282,8.536022439,0.135606995,0.156881181,0.310909075
protective,1458,0,6,0,1,1.339141282,8.536022439,0.135606995,0.156881181,0.310909075
strong,1459,0,6,0,1,1.339141282,8.536022439,0.135606995,0.156881181,0.310909075
suites,1460,0,6,0,1,1.339141282,8.536022439,0.135606995,0.156881181,0.310909075
unique,1461,0,6,0,1,1.339141282,8.536022439,0.135606995,0.156881181,0.310909075
move,1462,1,13,0.071428571,0.928571429,2.339141282,15.53602244,0.130859852,0.150562429,0.298386495
questions,1463,3,28,0.096774194,0.903225806,4.339141282,30.53602244,0.124419238,0.142099099,0.281613762
spring,1464,2,21,0.086956522,0.913043478,3.339141282,23.53602244,0.124246361,0.141873645,0.281166953
prevent,1465,0,7,0,1,1.339141282,9.536022439,0.123137574,0.140429754,0.278305432
thursday,1466,0,7,0,1,1.339141282,9.536022439,0.123137574,0.140429754,0.278305432
people,1467,7,7,0.5,0.5,8.339141282,9.536022439,0.466521113,0.874488429,1.733072043
provost,1468,7,7,0.5,0.5,8.339141282,9.536022439,0.466521113,0.874488429,1.733072043
contact,1469,1,15,0.0625,0.9375,2.339141282,17.53602244,0.117691674,0.133390641,0.264355232
courtyard,1470,0,8,0,1,1.339141282,10.53602244,0.112768237,0.127101218,0.251890774
march,1471,0,8,0,1,1.339141282,10.53602244,0.112768237,0.127101218,0.251890774
meet,1472,0,8,0,1,1.339141282,10.53602244,0.112768237,0.127101218,0.251890774
saybrook,1473,0,8,0,1,1.339141282,10.53602244,0.112768237,0.127101218,0.251890774
td,1474,0,8,0,1,1.339141282,10.53602244,0.112768237,0.127101218,0.251890774
unable,1475,0,8,0,1,1.339141282,10.53602244,0.112768237,0.127101218,0.251890774
yale.edu,1476,0,8,0,1,1.339141282,10.53602244,0.112768237,0.127101218,0.251890774
health,1477,47,52,0.474747475,0.525252525,48.33914128,54.53602244,0.469881549,0.886370863,1.756620799
expect,1478,1,17,0.055555556,0.944444444,2.339141282,19.53602244,0.106931373,0.119734777,0.237291869
answer,1479,0,9,0,1,1.339141282,11.53602244,0.104009651,0.11608345,0.230055624
head,1480,0,9,0,1,1.339141282,11.53602244,0.104009651,0.11608345,0.230055624
means,1481,0,9,0,1,1.339141282,11.53602244,0.104009651,0.11608345,0.230055624
seating,1482,0,9,0,1,1.339141282,11.53602244,0.104009651,0.11608345,0.230055624
suite,1483,0,9,0,1,1.339141282,11.53602244,0.104009651,0.11608345,0.230055624
courses,1484,9,9,0.5,0.5,10.33914128,11.53602244,0.472642921,0.896248368,1.77619616
pierson,1485,0,10,0,1,1.339141282,12.53602244,0.096513548,0.106823459,0.21170406
tracing,1486,0,10,0,1,1.339141282,12.53602244,0.096513548,0.106823459,0.21170406
19,1487,47,51,0.479591837,0.520408163,48.33914128,53.53602244,0.474493876,0.902927395,1.789432739
covid,1488,47,51,0.479591837,0.520408163,48.33914128,53.53602244,0.474493876,0.902927395,1.789432739
support,1489,0,11,0,1,1.339141282,13.53602244,0.090025314,0.098931668,0.19606401
contract,1490,0,12,0,1,1.339141282,14.53602244,0.084354486,0.092125703,0.182575863
email,1491,0,12,0,1,1.339141282,14.53602244,0.084354486,0.092125703,0.182575863
silliman,1492,0,12,0,1,1.339141282,14.53602244,0.084354486,0.092125703,0.182575863
"100,000",1493,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
15,1494,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
17,1495,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
29,1496,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
447,1497,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
"5,000",1498,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
60,1499,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
65,1500,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
72,1501,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
720,1502,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
activation,1503,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
activity,1504,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
additionally,1505,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
adjustment,1506,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
affected,1507,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
age,1508,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
alignment,1509,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
ann,1510,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
applies,1511,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
architecture,1512,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
aspires,1513,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
assembly,1514,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
athletic,1515,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
attached,1516,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
augmenting,1517,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
authorization,1518,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
availability,1519,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
average,1520,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
avoided,1521,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
aware,1522,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
basis,1523,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
behave,1524,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
beloved,1525,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
benefits,1526,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
berke,1527,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
biochemistry,1528,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
biophysics,1529,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
blocker,1530,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
broadens,1531,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
brock,1532,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
brown,1533,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
bulk,1534,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
bundy,1535,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
burke,1536,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
business,1537,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
caution,1538,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
chair,1539,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
check,1540,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
citizens,1541,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
clean,1542,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
combinations,1543,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
commercial,1544,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
commonly,1545,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
communicate,1546,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
commute,1547,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
commuting,1548,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
compelling,1549,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
competition,1550,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
completing,1551,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
conditioning,1552,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
conducive,1553,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
conflict,1554,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
considerations,1555,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
control,1556,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
cooley,1557,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
coordinator’s,1558,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
crair,1559,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
creation,1560,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
creators,1561,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
credits,1562,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
crowded,1563,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
ct,1564,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
cultivates,1565,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
deborah,1566,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
declined,1567,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
decrease,1568,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
deep,1569,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
deliberations,1570,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
delivery,1571,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
demand,1572,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
demands,1573,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
demonstrates,1574,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
density,1575,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
department,1576,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
depending,1577,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
destination,1578,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
deteriorate,1579,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
direct,1580,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
disciplinary,1581,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
disinfection,1582,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
distant,1583,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
divinity,1584,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
downloadable,1585,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
drama,1586,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
drinks,1587,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
duration,1588,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
duties,1589,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
dynamic,1590,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
effects,1591,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
eliminate,1592,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
emergent,1593,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
enforce,1594,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
engineering,1595,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
entrepreneurs,1596,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
episodic,1597,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
everyone’s,1598,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
excited,1599,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
expand,1600,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
experiencing,1601,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
explains,1602,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
exposure,1603,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
extended,1604,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
extent,1605,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
faced,1606,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
facemasks,1607,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
feasible,1608,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
fields,1609,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
focus,1610,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
foot,1611,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
ford,1612,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
format,1613,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
forms,1614,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
frequency,1615,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
gap,1616,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
gendler,1617,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
gerken,1618,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
global,1619,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
goal,1620,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
greene,1621,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
greg,1622,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
guardians,1623,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
guided,1624,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
heather,1625,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
held,1626,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
henry,1627,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
holidays,1628,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
hospitalized,1629,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
hsl,1630,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
humanity,1631,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
identity,1632,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
ii,1633,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
imposes,1634,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
increased,1635,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
indy,1636,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
informational,1637,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
ingenuity,1638,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
initiative,1639,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
innovators,1640,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
insight,1641,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
integrity,1642,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
intramurals,1643,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
introductory,1644,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
invitation,1645,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
involve,1646,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
issue,1647,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
issued,1648,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
james,1649,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
jeffrey,1650,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
kerwin,1651,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
kurth,1652,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
kuzma,1653,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
labs,1654,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
lamont’s,1655,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
language,1656,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
law,1657,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
lead,1658,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
leaving,1659,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
lectures,1660,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
levels,1661,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
links,1662,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
lynn,1663,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
maintained,1664,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
management,1665,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
marta,1666,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
maximizes,1667,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
mcgeary,1668,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
meal,1669,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
medicine,1670,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
michael,1671,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
mid,1672,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
mitigating,1673,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
mobile,1674,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
modify,1675,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
modifying,1676,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
molecular,1677,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
movement,1678,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
music,1679,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
nancy,1680,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
national,1681,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
notice,1682,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
numerous,1683,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
nursing,1684,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
observed,1685,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
observing,1686,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
obtain,1687,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
occupied,1688,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
opportunities,1689,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
outdoors,1690,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
outlining,1691,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
p.m,1692,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
parents,1693,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
particulars,1694,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
partied,1695,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
patience,1696,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
patient,1697,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
patiently,1698,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
patients,1699,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
phased,1700,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
phases,1701,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
pioneers,1702,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
plays,1703,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
policy,1704,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
preapproval,1705,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
preferences,1706,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
preserving,1707,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
prevailing,1708,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
preventable,1709,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
prioritizing,1710,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
proud,1711,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
provider,1712,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
providing,1713,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
published,1714,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
raises,1715,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
recognizing,1716,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
reducing,1717,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
reduction,1718,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
refer,1719,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
reinforce,1720,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
reinforces,1721,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
related,1722,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
relevant,1723,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
remainder,1724,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
reminder,1725,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
renewed,1726,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
reopen,1727,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
reported,1728,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
researcher’s,1729,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
respite,1730,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
restart,1731,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
restaurant,1732,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
restricted,1733,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
resuming,1734,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
resurgence,1735,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
reverse,1736,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
rises,1737,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
roadmap,1738,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
robert,1739,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
sacrificing,1740,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
safely,1741,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
safer,1742,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
sanitizers,1743,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
scenarios,1744,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
schedules,1745,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
school’s,1746,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
science,1747,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
select,1748,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
seminars,1749,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
separate,1750,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
serving,1751,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
settings,1752,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
severe,1753,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
shortly,1754,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
sick,1755,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
sizes,1756,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
socialize,1757,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
solving,1758,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
steadfast,1759,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
sten,1760,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
sterling,1761,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
stronger,1762,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
submit,1763,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
substantial,1764,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
